fechaHora,cp_41001,cp_41003,cp_41005,cp_41010,cp_41020
2021-01-02T19:00:00+01:00,12.76,10.255,173.295,40.95,
2021-01-02T20:00:00+01:00,13.38,10.54,174.23,41.875,
2021-01-02T21:00:00+01:00,12.07,9.455,162.16,38.6,
2021-01-02T22:00:00+01:00,11.02,8.68,146.87,32.0,
2021-01-02T23:00:00+01:00,10.01,8.79,140.015,31.035,
2021-01-03T00:00:00+01:00,9.29,7.625,128.845,26.72,
2021-01-03T01:00:00+01:00,8.505,6.825,116.425,26.16,
2021-01-03T02:00:00+01:00,8.375,6.6,111.94,23.47,
2021-01-03T03:00:00+01:00,8.14,6.36,108.655,22.895,
2021-01-03T04:00:00+01:00,8.185,6.155,108.945,22.415,
2021-01-03T05:00:00+01:00,8.41,6.365,112.52,23.135,
2021-01-03T06:00:00+01:00,9.525,6.88,117.135,23.995,
2021-01-03T07:00:00+01:00,12.79,8.195,133.895,28.45,
2021-01-03T08:00:00+01:00,11.98,10.18,165.705,37.725,
2021-01-03T09:00:00+01:00,16.11,12.505,205.605,48.72,
2021-01-03T10:00:00+01:00,17.275,13.65,219.12,54.23,
2021-01-03T11:00:00+01:00,16.585,13.715,213.345,51.43,
2021-01-03T12:00:00+01:00,14.755,13.165,208.85,50.465,
2021-01-03T13:00:00+01:00,15.855,11.75,198.8,48.115,
2021-01-03T14:00:00+01:00,15.18,11.735,183.94,43.6,
2021-01-03T15:00:00+01:00,14.02,10.455,171.03,41.225,
2021-01-03T16:00:00+01:00,12.82,10.21,166.98,40.16,
2021-01-03T17:00:00+01:00,14.36,11.085,169.54,39.68,
2021-01-03T18:00:00+01:00,14.6,10.95,174.375,41.3,
2021-01-03T19:00:00+01:00,15.53,10.405,178.415,39.595,
2021-01-03T20:00:00+01:00,15.66,10.81,180.12,40.57,
2021-01-03T21:00:00+01:00,13.985,10.055,163.605,35.945,
2021-01-03T22:00:00+01:00,13.075,8.555,150.015,35.12,
2021-01-03T23:00:00+01:00,10.43,7.9,140.485,30.245,
2021-01-04T00:00:00+01:00,8.91,7.785,126.425,28.15,
2021-01-04T01:00:00+01:00,6.845,7.035,116.245,23.625,
2021-01-04T02:00:00+01:00,7.35,6.64,111.075,21.62,
2021-01-04T03:00:00+01:00,8.265,6.45,108.965,22.345,
2021-01-04T04:00:00+01:00,7.34,6.575,110.075,22.32,
2021-01-04T05:00:00+01:00,9.075,6.915,114.275,23.855,
2021-01-04T06:00:00+01:00,11.605,8.19,132.925,29.12,
2021-01-04T07:00:00+01:00,15.91,10.21,167.405,40.73,
2021-01-04T08:00:00+01:00,21.4,10.845,193.02,48.56,
2021-01-04T09:00:00+01:00,21.88,10.83,196.335,51.63,
2021-01-04T10:00:00+01:00,23.465,11.345,190.56,51.035,
2021-01-04T11:00:00+01:00,21.065,10.255,185.035,49.25,
2021-01-04T12:00:00+01:00,18.06,10.74,179.955,47.695,
2021-01-04T13:00:00+01:00,18.715,10.195,183.415,49.035,
2021-01-04T14:00:00+01:00,17.91,10.71,176.335,43.845,
2021-01-04T15:00:00+01:00,17.25,9.385,167.96,39.635,
2021-01-04T16:00:00+01:00,13.27,9.4,162.58,38.455,
2021-01-04T17:00:00+01:00,14.35,9.835,162.275,40.73,
2021-01-04T18:00:00+01:00,12.6,10.22,168.78,42.425,
2021-01-04T19:00:00+01:00,16.005,10.655,179.17,42.86,
2021-01-04T20:00:00+01:00,15.86,10.39,182.17,41.9,
2021-01-04T21:00:00+01:00,14.265,10.125,165.88,36.48,
2021-01-04T22:00:00+01:00,12.955,8.765,149.845,34.085,
2021-01-04T23:00:00+01:00,11.34,8.225,139.99,29.52,
2021-01-05T00:00:00+01:00,10.15,7.5,126.5,28.405,
2021-01-05T01:00:00+01:00,9.885,6.6,115.58,24.345,
2021-01-05T02:00:00+01:00,21.87,6.26,111.58,21.555,
2021-01-05T03:00:00+01:00,10.94,6.325,109.4,22.025,
2021-01-05T04:00:00+01:00,9.44,6.27,109.1,22.32,
2021-01-05T05:00:00+01:00,10.57,6.67,113.105,22.85,
2021-01-05T06:00:00+01:00,12.335,7.675,130.245,27.02,
2021-01-05T07:00:00+01:00,14.065,9.505,161.41,37.225,
2021-01-05T08:00:00+01:00,19.57,10.78,186.13,48.07,
2021-01-05T09:00:00+01:00,18.71,11.1,194.915,48.335,
2021-01-05T10:00:00+01:00,,10.755,193.53,51.905,
2021-01-05T11:00:00+01:00,17.365,10.955,187.45,48.705,
2021-01-05T12:00:00+01:00,17.255,11.045,185.46,49.79,
2021-01-05T13:00:00+01:00,17.545,10.46,183.57,47.235,
2021-01-05T14:00:00+01:00,18.805,9.86,173.445,43.885,
2021-01-05T15:00:00+01:00,18.44,9.815,164.645,41.465,
2021-01-05T16:00:00+01:00,16.955,9.63,164.045,42.06,
2021-01-05T17:00:00+01:00,15.33,10.02,162.645,42.41,
2021-01-05T18:00:00+01:00,14.255,10.255,170.395,42.155,
2021-01-05T19:00:00+01:00,15.725,10.315,178.405,41.485,
2021-01-05T20:00:00+01:00,14.805,10.275,178.52,41.15,
2021-01-05T21:00:00+01:00,12.705,9.49,164.63,36.96,
2021-01-05T22:00:00+01:00,10.53,8.165,148.36,32.715,
2021-01-05T23:00:00+01:00,8.82,8.44,141.64,31.59,
2021-01-06T00:00:00+01:00,8.04,7.175,128.745,26.825,
2021-01-06T01:00:00+01:00,6.515,6.655,115.86,23.685,
2021-01-06T02:00:00+01:00,8.755,6.34,111.65,22.01,
2021-01-06T03:00:00+01:00,10.56,6.205,109.62,22.32,
2021-01-06T04:00:00+01:00,10.27,6.3,109.44,21.805,
2021-01-06T05:00:00+01:00,9.77,6.735,111.235,22.41,
2021-01-06T06:00:00+01:00,10.785,6.855,117.575,24.915,
2021-01-06T07:00:00+01:00,13.16,7.88,136.25,28.4,
2021-01-06T08:00:00+01:00,18.095,10.21,171.23,39.13,
2021-01-06T09:00:00+01:00,17.96,12.145,205.65,49.85,
2021-01-06T10:00:00+01:00,16.895,13.105,214.98,52.81,
2021-01-06T11:00:00+01:00,17.125,12.82,207.94,49.92,
2021-01-06T12:00:00+01:00,14.45,12.09,200.41,49.65,
2021-01-06T13:00:00+01:00,14.555,11.905,195.83,46.025,
2021-01-06T14:00:00+01:00,13.27,10.865,183.22,43.67,
2021-01-06T15:00:00+01:00,13.1,10.14,171.73,40.735,
2021-01-06T16:00:00+01:00,12.82,9.93,166.535,41.455,
2021-01-06T17:00:00+01:00,12.43,10.61,171.895,42.0,
2021-01-06T18:00:00+01:00,13.465,10.63,179.085,44.965,
2021-01-06T19:00:00+01:00,14.535,10.555,180.515,44.605,
2021-01-06T20:00:00+01:00,14.205,10.645,186.23,43.655,
2021-01-06T21:00:00+01:00,12.0,9.885,166.125,38.265,
2021-01-06T22:00:00+01:00,10.275,8.785,150.175,36.575,
2021-01-06T23:00:00+01:00,9.255,8.12,140.325,32.38,
2021-01-07T00:00:00+01:00,9.325,7.29,125.94,27.42,
2021-01-07T01:00:00+01:00,9.015,6.52,114.48,23.32,
2021-01-07T02:00:00+01:00,10.155,6.38,112.365,23.005,
2021-01-07T03:00:00+01:00,9.23,6.325,109.41,21.545,
2021-01-07T04:00:00+01:00,8.89,6.545,111.035,22.475,
2021-01-07T05:00:00+01:00,7.235,7.13,115.09,24.455,
2021-01-07T06:00:00+01:00,10.31,8.95,141.785,31.81,
2021-01-07T07:00:00+01:00,15.935,10.655,188.275,46.77,
2021-01-07T08:00:00+01:00,17.86,10.945,196.705,50.535,
2021-01-07T09:00:00+01:00,17.93,10.785,194.57,53.46,
2021-01-07T10:00:00+01:00,16.15,10.105,183.035,51.93,
2021-01-07T11:00:00+01:00,16.53,10.485,177.05,48.915,
2021-01-07T12:00:00+01:00,18.43,9.845,174.175,49.72,
2021-01-07T13:00:00+01:00,19.09,9.85,176.845,50.425,
2021-01-07T14:00:00+01:00,20.375,9.935,170.92,46.005,
2021-01-07T15:00:00+01:00,19.93,9.465,164.695,42.585,
2021-01-07T16:00:00+01:00,16.385,8.735,157.15,42.175,
2021-01-07T17:00:00+01:00,15.68,9.64,161.515,42.415,
2021-01-07T18:00:00+01:00,13.18,10.2,171.34,43.205,
2021-01-07T19:00:00+01:00,13.2,10.065,178.37,45.39,
2021-01-07T20:00:00+01:00,13.925,11.245,186.005,44.48,
2021-01-07T21:00:00+01:00,12.375,10.185,168.35,40.305,
2021-01-07T22:00:00+01:00,9.265,8.435,150.435,35.49,
2021-01-07T23:00:00+01:00,8.035,7.935,139.98,29.755,
2021-01-08T00:00:00+01:00,7.31,7.525,125.35,26.765,
2021-01-08T01:00:00+01:00,8.705,6.475,113.66,23.075,
2021-01-08T02:00:00+01:00,9.13,6.28,110.505,22.08,
2021-01-08T03:00:00+01:00,10.105,6.115,109.415,22.065,
2021-01-08T04:00:00+01:00,9.59,6.19,110.62,22.61,
2021-01-08T05:00:00+01:00,9.57,6.83,113.93,24.1,
2021-01-08T06:00:00+01:00,11.305,8.59,139.415,31.18,
2021-01-08T07:00:00+01:00,16.105,10.9,190.07,46.015,
2021-01-08T08:00:00+01:00,18.865,10.86,198.655,53.055,
2021-01-08T09:00:00+01:00,20.79,11.085,194.02,52.475,
2021-01-08T10:00:00+01:00,17.92,10.345,184.14,52.77,
2021-01-08T11:00:00+01:00,16.255,9.975,180.97,49.66,
2021-01-08T12:00:00+01:00,16.885,10.31,176.955,50.515,
2021-01-08T13:00:00+01:00,18.215,10.17,177.37,49.495,
2021-01-08T14:00:00+01:00,17.585,10.175,177.015,49.96,
2021-01-08T15:00:00+01:00,17.095,9.655,169.32,42.81,
2021-01-08T16:00:00+01:00,14.205,9.05,163.15,43.705,
2021-01-08T17:00:00+01:00,16.28,9.6,161.71,43.255,
2021-01-08T18:00:00+01:00,14.03,10.245,169.465,44.525,
2021-01-08T19:00:00+01:00,16.0,10.205,177.285,44.975,
2021-01-08T20:00:00+01:00,15.665,10.45,181.16,41.83,
2021-01-08T21:00:00+01:00,13.61,9.88,165.675,37.49,
2021-01-08T22:00:00+01:00,11.58,8.6,150.65,35.095,
2021-01-08T23:00:00+01:00,9.975,7.89,141.015,33.03,
2021-01-09T00:00:00+01:00,8.5,7.355,126.93,28.54,
2021-01-09T01:00:00+01:00,8.1,6.66,116.65,23.795,
2021-01-09T02:00:00+01:00,9.36,6.37,111.585,21.405,
2021-01-09T03:00:00+01:00,7.345,6.295,110.12,22.905,
2021-01-09T04:00:00+01:00,6.475,6.2,110.435,21.835,
2021-01-09T05:00:00+01:00,6.155,6.895,113.315,23.11,
2021-01-09T06:00:00+01:00,7.715,7.49,123.17,28.065,
2021-01-09T07:00:00+01:00,13.145,8.75,147.905,35.94,
2021-01-09T08:00:00+01:00,16.51,10.615,179.995,43.46,
2021-01-09T09:00:00+01:00,18.29,12.485,208.895,53.0,
2021-01-09T10:00:00+01:00,19.53,12.815,213.44,52.385,
2021-01-09T11:00:00+01:00,18.02,13.05,206.79,49.22,
2021-01-09T12:00:00+01:00,16.785,12.395,200.785,50.445,
2021-01-09T13:00:00+01:00,15.81,11.65,197.17,48.75,
2021-01-09T14:00:00+01:00,13.8,11.175,184.455,47.115,
2021-01-09T15:00:00+01:00,14.125,10.455,172.855,43.34,
2021-01-09T16:00:00+01:00,12.47,10.06,170.12,40.33,
2021-01-09T17:00:00+01:00,12.105,9.77,169.45,42.055,
2021-01-09T18:00:00+01:00,12.405,10.85,173.325,42.97,
2021-01-09T19:00:00+01:00,14.04,10.17,172.45,41.445,
2021-01-09T20:00:00+01:00,14.395,10.365,175.21,41.285,
2021-01-09T21:00:00+01:00,13.955,9.645,163.735,38.33,
2021-01-09T22:00:00+01:00,11.585,8.715,149.98,33.565,
2021-01-09T23:00:00+01:00,10.56,8.265,139.455,31.265,
2021-01-10T00:00:00+01:00,10.055,7.88,126.665,28.01,
2021-01-10T01:00:00+01:00,8.755,7.09,117.15,24.635,
2021-01-10T02:00:00+01:00,9.245,6.715,111.84,22.51,
2021-01-10T03:00:00+01:00,9.36,6.42,111.775,21.915,
2021-01-10T04:00:00+01:00,8.485,6.49,109.995,21.455,
2021-01-10T05:00:00+01:00,9.0,6.86,111.165,23.105,
2021-01-10T06:00:00+01:00,9.695,7.265,116.845,24.275,
2021-01-10T07:00:00+01:00,12.545,7.78,134.695,31.075,
2021-01-10T08:00:00+01:00,13.52,10.11,168.58,38.485,
2021-01-10T09:00:00+01:00,14.4,11.95,201.1,49.86,
2021-01-10T10:00:00+01:00,15.84,12.97,216.615,54.19,
2021-01-10T11:00:00+01:00,14.915,13.265,209.79,53.155,
2021-01-10T12:00:00+01:00,15.455,12.21,210.455,49.71,
2021-01-10T13:00:00+01:00,15.625,11.88,197.135,48.19,
2021-01-10T14:00:00+01:00,15.34,11.14,183.4,43.62,
2021-01-10T15:00:00+01:00,14.53,10.185,172.76,42.46,
2021-01-10T16:00:00+01:00,14.8,10.525,171.26,39.455,
2021-01-10T17:00:00+01:00,13.695,10.575,175.275,41.28,
2021-01-10T18:00:00+01:00,14.12,11.135,182.88,43.575,
2021-01-10T19:00:00+01:00,15.7,11.28,188.82,43.995,
2021-01-10T20:00:00+01:00,16.275,11.09,192.26,43.525,
2021-01-10T21:00:00+01:00,14.03,9.925,164.535,41.665,
2021-01-10T22:00:00+01:00,11.175,8.58,152.06,34.435,
2021-01-10T23:00:00+01:00,9.88,7.98,141.435,33.535,
2021-01-11T00:00:00+01:00,7.57,7.745,123.345,27.125,
2021-01-11T01:00:00+01:00,5.62,6.93,113.815,23.845,
2021-01-11T02:00:00+01:00,6.995,6.33,110.325,22.43,
2021-01-11T03:00:00+01:00,8.055,6.325,109.695,21.975,
2021-01-11T04:00:00+01:00,7.42,6.565,111.125,22.035,
2021-01-11T05:00:00+01:00,9.53,7.16,116.255,25.36,
2021-01-11T06:00:00+01:00,11.385,9.2,145.19,33.32,
2021-01-11T07:00:00+01:00,19.015,11.51,194.87,49.405,
2021-01-11T08:00:00+01:00,21.135,11.415,195.91,55.825,
2021-01-11T09:00:00+01:00,20.09,11.37,187.775,56.75,
2021-01-11T10:00:00+01:00,19.605,10.65,181.315,55.675,
2021-01-11T11:00:00+01:00,18.83,10.245,173.605,51.03,
2021-01-11T12:00:00+01:00,19.42,10.97,180.77,51.945,
2021-01-11T13:00:00+01:00,19.02,9.965,182.3,,
2021-01-11T14:00:00+01:00,18.18,10.03,175.94,49.755,
2021-01-11T15:00:00+01:00,22.28,7.705,165.93,42.99,
2021-01-11T16:00:00+01:00,15.24,9.655,164.72,42.71,
2021-01-11T17:00:00+01:00,14.365,9.895,163.38,44.49,
2021-01-11T18:00:00+01:00,13.335,10.755,174.695,43.8,
2021-01-11T19:00:00+01:00,14.015,10.89,185.66,46.89,
2021-01-11T20:00:00+01:00,14.865,11.255,191.73,45.95,
2021-01-11T21:00:00+01:00,14.085,10.375,174.525,39.905,
2021-01-11T22:00:00+01:00,12.26,9.065,151.065,36.63,
2021-01-11T23:00:00+01:00,9.425,8.335,138.815,32.14,
2021-01-12T00:00:00+01:00,9.415,7.925,124.34,26.935,
2021-01-12T01:00:00+01:00,8.555,7.02,114.13,24.02,
2021-01-12T02:00:00+01:00,22.49,6.755,110.27,22.325,
2021-01-12T03:00:00+01:00,9.845,6.515,109.77,22.715,
2021-01-12T04:00:00+01:00,8.625,6.66,110.49,23.755,
2021-01-12T05:00:00+01:00,9.43,7.315,116.61,25.085,
2021-01-12T06:00:00+01:00,13.075,9.495,143.65,33.425,
2021-01-12T07:00:00+01:00,17.795,11.14,197.345,48.795,
2021-01-12T08:00:00+01:00,18.97,11.74,203.33,55.005,
2021-01-12T09:00:00+01:00,19.265,11.405,201.165,54.59,
2021-01-12T10:00:00+01:00,18.56,7.55,187.375,53.19,
2021-01-12T11:00:00+01:00,16.23,9.785,180.66,51.685,
2021-01-12T12:00:00+01:00,16.62,10.81,178.3,52.675,
2021-01-12T13:00:00+01:00,18.345,9.735,179.6,54.045,
2021-01-12T14:00:00+01:00,18.43,9.845,174.33,53.68,
2021-01-12T15:00:00+01:00,,9.43,164.37,,
2021-01-12T16:00:00+01:00,,9.015,160.775,,
2021-01-12T17:00:00+01:00,,9.385,,,
2021-01-12T18:00:00+01:00,,10.62,,,
2021-01-12T19:00:00+01:00,,10.81,,,
2021-01-12T20:00:00+01:00,,10.835,,,
2021-01-12T21:00:00+01:00,,10.72,,,
2021-01-12T22:00:00+01:00,,8.73,,,
2021-01-12T23:00:00+01:00,,7.9,,,
2021-01-13T00:00:00+01:00,,7.55,,,
2021-01-13T01:00:00+01:00,,7.09,,,
2021-01-13T02:00:00+01:00,,6.55,,,
2021-01-13T03:00:00+01:00,,6.49,,,
2021-01-13T04:00:00+01:00,9.36,6.565,,41.155,
2021-01-13T05:00:00+01:00,11.535,7.075,,25.12,
2021-01-13T06:00:00+01:00,13.02,9.305,157.82,33.605,
2021-01-13T07:00:00+01:00,20.61,11.505,200.26,49.795,
2021-01-13T08:00:00+01:00,20.545,11.35,207.405,57.17,
2021-01-13T09:00:00+01:00,19.645,11.185,197.71,54.795,
2021-01-13T10:00:00+01:00,18.97,10.24,186.915,53.475,
2021-01-13T11:00:00+01:00,18.19,9.495,175.835,52.705,
2021-01-13T12:00:00+01:00,17.645,9.97,175.7,49.77,
2021-01-13T13:00:00+01:00,17.04,10.27,176.675,49.685,
2021-01-13T14:00:00+01:00,17.28,9.575,170.69,46.485,
2021-01-13T15:00:00+01:00,17.36,9.625,163.53,44.07,
2021-01-13T16:00:00+01:00,15.04,8.935,160.93,43.935,
2021-01-13T17:00:00+01:00,15.745,9.73,166.595,42.54,
2021-01-13T18:00:00+01:00,16.045,10.29,174.09,46.39,
2021-01-13T19:00:00+01:00,15.83,11.25,184.31,49.435,
2021-01-13T20:00:00+01:00,16.5,10.825,190.295,43.705,
2021-01-13T21:00:00+01:00,13.085,10.12,172.01,40.79,
2021-01-13T22:00:00+01:00,10.505,9.07,150.41,37.16,
2021-01-13T23:00:00+01:00,9.92,7.915,142.81,33.105,
2021-01-14T00:00:00+01:00,9.8,7.525,123.045,28.155,
2021-01-14T01:00:00+01:00,10.805,7.21,113.36,23.935,
2021-01-14T02:00:00+01:00,9.555,6.43,109.66,21.55,
2021-01-14T03:00:00+01:00,9.025,6.345,109.21,21.995,
2021-01-14T04:00:00+01:00,8.76,6.6,110.455,22.535,
2021-01-14T05:00:00+01:00,6.49,7.34,115.525,23.875,
2021-01-14T06:00:00+01:00,9.38,9.315,142.99,32.615,
2021-01-14T07:00:00+01:00,18.62,11.835,196.94,49.36,
2021-01-14T08:00:00+01:00,18.745,11.65,204.99,53.515,
2021-01-14T09:00:00+01:00,18.225,10.905,196.02,52.055,
2021-01-14T10:00:00+01:00,17.005,10.38,187.65,52.955,
2021-01-14T11:00:00+01:00,18.2,9.95,175.285,50.14,
2021-01-14T12:00:00+01:00,17.155,9.99,176.565,51.31,
2021-01-14T13:00:00+01:00,18.72,10.22,177.735,49.54,
2021-01-14T14:00:00+01:00,19.415,9.965,171.94,47.365,
2021-01-14T15:00:00+01:00,19.495,9.4,164.08,44.125,
2021-01-14T16:00:00+01:00,15.97,8.83,161.72,43.16,
2021-01-14T17:00:00+01:00,14.685,9.185,164.27,45.965,
2021-01-14T18:00:00+01:00,14.49,10.41,178.69,48.515,
2021-01-14T19:00:00+01:00,15.02,10.855,188.58,46.18,
2021-01-14T20:00:00+01:00,15.665,10.535,192.26,45.77,
2021-01-14T21:00:00+01:00,13.94,9.945,173.025,40.355,
2021-01-14T22:00:00+01:00,8.8,8.94,151.56,36.82,
2021-01-14T23:00:00+01:00,7.71,8.03,140.57,32.65,
2021-01-15T00:00:00+01:00,7.115,7.485,122.95,27.895,
2021-01-15T01:00:00+01:00,9.045,7.025,112.945,23.85,
2021-01-15T02:00:00+01:00,9.595,6.51,110.075,23.26,
2021-01-15T03:00:00+01:00,10.93,6.475,109.57,22.785,
2021-01-15T04:00:00+01:00,10.45,6.68,110.685,21.835,
2021-01-15T05:00:00+01:00,10.365,7.165,116.48,24.95,
2021-01-15T06:00:00+01:00,13.265,9.39,143.375,33.985,
2021-01-15T07:00:00+01:00,19.57,11.62,196.32,48.905,
2021-01-15T08:00:00+01:00,18.885,10.87,206.545,57.26,
2021-01-15T09:00:00+01:00,20.2,10.575,197.695,57.445,
2021-01-15T10:00:00+01:00,19.04,10.275,184.075,54.735,
2021-01-15T11:00:00+01:00,16.93,9.82,175.915,51.695,
2021-01-15T12:00:00+01:00,16.71,9.38,178.97,54.815,
2021-01-15T13:00:00+01:00,17.615,9.99,178.775,52.775,
2021-01-15T14:00:00+01:00,19.36,9.785,172.99,48.82,
2021-01-15T15:00:00+01:00,20.055,9.535,165.24,46.005,
2021-01-15T16:00:00+01:00,19.425,9.425,163.89,43.36,
2021-01-15T17:00:00+01:00,19.36,9.495,162.015,42.775,
2021-01-15T18:00:00+01:00,14.34,10.305,171.11,46.095,
2021-01-15T19:00:00+01:00,15.17,10.39,181.665,46.51,
2021-01-15T20:00:00+01:00,15.65,10.245,182.72,42.13,
2021-01-15T21:00:00+01:00,14.0,9.7,166.27,39.575,
2021-01-15T22:00:00+01:00,12.655,9.125,148.995,36.165,
2021-01-15T23:00:00+01:00,11.235,7.98,138.595,31.955,
2021-01-16T00:00:00+01:00,10.375,7.43,125.985,27.495,
2021-01-16T01:00:00+01:00,9.56,7.05,116.135,25.085,
2021-01-16T02:00:00+01:00,11.155,6.57,111.215,23.04,
2021-01-16T03:00:00+01:00,8.02,6.385,109.685,21.845,
2021-01-16T04:00:00+01:00,7.235,6.575,110.22,23.85,
2021-01-16T05:00:00+01:00,7.385,6.73,113.55,23.215,
2021-01-16T06:00:00+01:00,9.705,7.965,124.765,26.615,
2021-01-16T07:00:00+01:00,13.795,9.44,155.27,36.82,
2021-01-16T08:00:00+01:00,16.7,11.485,193.41,49.74,
2021-01-16T09:00:00+01:00,18.11,13.2,219.175,59.715,
2021-01-16T10:00:00+01:00,18.6,12.74,211.94,58.745,
2021-01-16T11:00:00+01:00,18.595,11.99,201.475,51.42,
2021-01-16T12:00:00+01:00,16.97,11.585,191.02,48.22,
2021-01-16T13:00:00+01:00,16.88,10.98,195.145,,
2021-01-16T14:00:00+01:00,,10.865,184.455,,
2021-01-16T15:00:00+01:00,,10.055,175.035,,
2021-01-16T16:00:00+01:00,,9.805,170.82,,
2021-01-16T17:00:00+01:00,,9.855,,,
2021-01-16T18:00:00+01:00,,10.175,,,
2021-01-16T19:00:00+01:00,,10.97,,,
2021-01-16T20:00:00+01:00,,9.975,,,
2021-01-16T21:00:00+01:00,,9.495,,,
2021-01-16T22:00:00+01:00,,8.985,,,
2021-01-16T23:00:00+01:00,,8.145,,,
2021-01-17T00:00:00+01:00,,7.595,,,
2021-01-17T01:00:00+01:00,,7.195,,,
2021-01-17T02:00:00+01:00,,6.85,,,
2021-01-17T03:00:00+01:00,,6.37,,,
2021-01-17T04:00:00+01:00,,6.52,,,
2021-01-17T05:00:00+01:00,,6.795,,,
2021-01-17T06:00:00+01:00,,7.06,,,
2021-01-17T07:00:00+01:00,,8.37,,,
2021-01-17T08:00:00+01:00,,10.445,,,
2021-01-17T09:00:00+01:00,,12.25,,,
2021-01-17T10:00:00+01:00,,12.98,,,
2021-01-17T11:00:00+01:00,,12.605,,,
2021-01-17T12:00:00+01:00,,12.63,,,
2021-01-17T13:00:00+01:00,,12.13,,,
2021-01-17T14:00:00+01:00,,11.135,,,
2021-01-17T15:00:00+01:00,,10.89,,,
2021-01-17T16:00:00+01:00,,10.29,,,
2021-01-17T17:00:00+01:00,,10.69,,,
2021-01-17T18:00:00+01:00,,11.275,,,
2021-01-17T19:00:00+01:00,,11.36,,,
2021-01-17T20:00:00+01:00,,11.395,,,
2021-01-17T21:00:00+01:00,,10.47,,,
2021-01-17T22:00:00+01:00,,8.305,,,
2021-01-17T23:00:00+01:00,,8.205,,,
2021-01-18T00:00:00+01:00,,7.31,,,
2021-01-18T01:00:00+01:00,,6.99,,,
2021-01-18T02:00:00+01:00,,6.505,,,
2021-01-18T03:00:00+01:00,,6.55,,,
2021-01-18T04:00:00+01:00,,6.65,,,
2021-01-18T05:00:00+01:00,,7.165,,,
2021-01-18T06:00:00+01:00,,9.32,,,
2021-01-18T07:00:00+01:00,,11.1,,,
2021-01-18T08:00:00+01:00,,11.48,,,
2021-01-18T09:00:00+01:00,,10.73,,,
2021-01-18T10:00:00+01:00,,10.13,,,
2021-01-18T11:00:00+01:00,,10.345,,,
2021-01-18T12:00:00+01:00,,10.49,,,
2021-01-18T13:00:00+01:00,,9.805,,,
2021-01-18T14:00:00+01:00,,10.39,,,
2021-01-18T15:00:00+01:00,,9.275,,44.575,
2021-01-18T16:00:00+01:00,14.045,9.205,163.955,44.44,
2021-01-18T17:00:00+01:00,14.45,9.83,167.12,44.99,
2021-01-18T18:00:00+01:00,13.96,9.825,175.155,46.535,
2021-01-18T19:00:00+01:00,17.44,11.115,190.525,48.965,
2021-01-18T20:00:00+01:00,19.435,11.395,191.69,47.695,
2021-01-18T21:00:00+01:00,15.79,10.385,172.405,43.14,
